text,class
'Bankacılık Düzenleme ve Denetleme Kurumunun (BDDK) ardından Ticaret Bakanlığı da perakende işletmelerin basılı ve külçe halinde olmayan kuyum satışlarında taksit sayısını 4 yerine 8 olarak uygulayabilmesine yönelik düzenleme yaptı. Ticaret Bakanlığının Perakende Ticarette Uygulanacak İlke ve Kurallar Hakkında Yönetmelikte Değişiklik Yapılmasına Dair Yönetmelik Resmi Gazetede yayımlanarak yürürlüğe girdi. Yönetmelikle perakende işletmelerce tüketicilere yönelik gerçekleştirilen taksitli satışlarda değişiklik yapıldı. Buna göre perakende işletmelerce basılı ve külçe halinde olmayan kuyum satışlarında daha önce 4 ay olan taksitlendirme süresi 8 ayı geçemeyecek.BDDK de geçen ay kredi kartlarıyla gerçekleştirilecek basılı ve külçe olmayan kuyumla ilgili harcamalarda taksit sayısını 8e yükseltmişti. ',Ekonomi
'Perakende işletmelerin kuyum satışlarında taksit sayısı dörtten sekize çıkarıldı. Ticaret Bakanlığının perakende ticarette uygulanacak ilke ve kurallar hakkında yönetmelikte değişiklik yapan yönetmeliği Resmi Gazetenin bugünkü sayısında yayımlandı.Yönetmelikle kuyum satışlarında taksit sayısına ilişkin 12/B maddesinin üçüncü fıkrasında yapılan değişiklikte \"Perakende Ticarette Uygulanacak İlke ve Kurallar Hakkında Yönetmeliğin 12/B maddesinin üçüncü fıkrasında geçen dört ibaresi sekiz olarak değiştirilmiştir\" denildi. ',Ekonomi
'Almanya Başbakan Yardımcısı ve Maliye Bakanı Olaf Scholz Almanya ekonomisinde bir kriz olmadığını sadece ekonominin zayıf bir büyüme ile karşı karşıya olduğunu kaydetti. Başkent Berlinde düzenlenen bir etkinliğe katılan Scholz Alman ekonomisinin bu yılın üçüncü çeyreğinde bir önceki çeyreğe göre yüzde 01 büyüme kaydederek resesyona girmekten kurtulmasının ardından değerlendirmelerde bulundu.Scholz “ekonomide kriz yok sadece zayıf büyüme var�? ifadesini kullanarak “Gelecek sene daha fazla büyüme göreceğiz.�? yorumunu yaptı.Ülkesinin olası bir krizle mücadele gücü olduğuna işaret eden Scholz maliye politikasının halihazırda çok genişleyici olduğu ve ek harcamalar yaparak ekonomiyi desteklemeye ihtiyaç olmadığını dile getirdi.Almanya ekonomisi bu yılın üçüncü çeyreğinde bir önceki çeyreğe göre yüzde 01 büyüme kaydederek resesyona girmekten kurtulmuştu.Almanya Federal İstatistik Ofisinin (Destatis) verilerine göre Almanyada mevsim ve takvim etkilerinden arındırılmış Gayri Safi Yurtiçi Hasıla (GSYH) bu yılın üçüncü çeyreğinde bir önceki çeyreğe kıyasla yüzde 01 büyüme kaydetti. Brexit belirsizliği ABD-Çin ticaret ilişkileri otomobil sektöründeki yavaşlama ve yumuşak küresel talep ihracata dayalı Alman ekonomisini etkilemeye devam ederken 17 Ekimde Alman hükümeti bu yıl için daha önce yüzde 05 olarak açıklanan resmi büyüme beklentisini korudu gelecek yıla ait büyüme beklentisini ise yüzde 15’ten 1’e indirdi.Ülkede ekonomi geçen yıl yüzde 14 büyürken Alman hükümeti ve Avrupa Birliği Komisyonu bu yıl büyümenin yüzde 05’te kalmasını bekliyor.Almanyada ekonomi bu yılın ilk çeyreğinde yüzde 05 büyürken ikinci çeyrekte yüzde 02 daraldı. ',Ekonomi
'İMoodys Investors Service küresel ekonomide uzun dönemli bir yavaşlamanın sürdüğüne dikkat çekti ancak 2020 ve 2021 yıllarında bir durgunluk beklenmediğini belirtti. \"Küresel Makro Görünüm\" raporunda büyük ekonomimlerde iş dünyası güveninin ticaret politikası belirsizliğinni etkisi ile kötümser hale gelmeye başladığına işaret ederek küresel büyümenin gelecek iki yılda zayıf olmayı sürdüreceğine dikkat çekildi.Küresel ekonominin 2020 veya 2021de bir resesyona girmesini beklemediği de belirtilen Moodys raporunda \"Bununla birlikte yapısal şekilde düşük büyüme düşük enflasyon ve sınırlı politika hareket alanının olduğu cari ekonomik ortam küresel ekonomiyi negatif gelişmelere karşı dana kırılgan hale getiriyor\" uyarısı yapıldı.Raporda küresel ekonomi için tahminlerin genel olarak değişmediği vurgulandı ve G20 ekonomilerinde yıllık büyümenen 2020de 2019da olduğu gibi yüzde 2.6 olacağı öngörüldü.ABD ve Çinde büyümenin 2020de de yavaşlamanın süreceği belirtilen Moodys raporunda G20de ekonomilerinde büyümenin 2021de yüzde 2.8e toparlanacağını ancak geçen birkaç on yılın ortalamasının altında kalmayı sürdüreceği vurgulandı.Moodys raporunda G20deki 9 gelişmiş (ABD Kanada Almanya Japonya Fransa İtalya ve Birleşik Krallık Rusya Avustralya) ekonominin;- 2019da yüzde 1.6- 2020de yüzde 1.4 - 2021de yüzde 16 büyüyecekleri öngörüldü.Moodys raporunda gelişmekte olan ekonomilerde büyümenin 2020 ve 2021de istikrar kazanacağı ya da hızlanacağı öngörüldü.Moodys raporunda G20deki gelişmekte ekonomilerin;- 2019da yüzde 4.3- 2020de yüzde 4.6- 2021de yüzde 4.8 büyüyecekleri öngörüldü. ',Ekonomi
'Çevre ve Şehircilik Bakanı Murat Kurum \"Tüm dünya biyolojik arıtmaya geçerken İBB Başkanı çıkıp Bu israf projesidir gibi talihsiz bir açıklama yaptı. Buna müsaade etmeyeceğiz belediyenin sorumlulukları var. Haliçin eski haline dönmesine müsaade etmeyeceğiz. Atılması gereken adımları kararlılıkla atacağız. Gerekirse bakanlık olarak gideceğiz resen bu işi yapacağız\" açıklamasında bulundu. Bakan Kurumun açıklamalarından notlar;* Yılda 23 bin deprem meydana geliyor. 80 bin canımızı depremlerde kaybettik. Depremin terör kadar önemli olduğuna inanıyoruz. 1 milyon 300 bin konutun dönüşümü sağlandı.* Bir hedef koyduk. 5 milyon vatandaşımızın can ve mal güvenliğini sağladık. Düzenleme yapacak ve bir kısmını yüzde 50ye kadar faiz desteği ile bir kısmını İller Bankası ile yapacağız.* Bu yıl 50 bin hedef koymuştuk 65 bin konutun dönüşümüne başladık. 65 bin konutun 25 binini İstanbulda yapıyoruz.* 5 Mart 2019da tüm Türkiyede 50 bin sosyal konu projesi başlattık. 638 bin başvuru oldu. 22 bin 500ünün inşaatına başladık. En kısa sürede teslim etmek istiyoruz. Yılda 100 bin konut yapmak üzere çalışıyoruz.* 5 milyon ve üzeri tespitlerde bağımsız bölümler için değerlemeler yapacağız. Düzenlemeyle 5 milyon ve üzeri konutlarda bir vergi söz konusu. Yıl sonuna kadar değerlemeyi bitireceğiz. * Bu konuya ilişkin bakan yardımcımız buna ilişkin teknik cevapları verdi. Şunu ifade etmek isterim. Dünyanın atık su arıtma tesislerine bakışı incelendiğinde iklim değişikliği dünyanın en önemli problemlerinin başında geliyor. Tüm dünyanın tedbir aldığı süreçte atık su arıtma tesisleriyle alakalı olarak tüm dünya ileri biyolojik arıtma tesislerine geçiyor. Ülkemizde atık su tesislerinden yeniden kullanım oranı yüzde 12.* İklim değişiklikleriyle ilgili adımlarımızı atmak durumundayız. İBB Başkanının açıklaması ve aldığı karar talihsiz. Yapmama üzerinden prim yapılıyor. Bu atık su arıtma tesisine neden ihtiyaç var? Atık sular Marmaraya deşarj ediliyor. Bugünkü arıtma tesislerini biyolojik hale getiremezseniz denizi kurtaramazsınız. Sayın Cumhurbaşkanımızın sayesinde Haliç yanında gezilebilir içinde balıkların yüzdüğü bir hale geldi.* Tüm dünya biyolojik arıtmaya geçerken İBB Başkanı çıkıp Bu israf projesidir gibi talihsiz bir açıklama yaptı. Buna müsaade etmeyeceğiz belediyenin sorumlulukları var. Haliçin eski haline dönmesine müsaade etmeyeceğiz. Atılması gereken adımları kararlılıkla atacağız. Gerekirse bakanlık olarak gideceğiz resen bu işi yapacağız. ',Ekonomi
'2020 yılında asgari ücretlilerin alacağı maaşa ilişkin toplantı Aralık ayında başlayacak. Bazı veriler alt alta konduğunda ortalama olarak yüzde 15lik zam öne çıkıyor.(Noyan Doğan/Hürriyet) 2020 yılı asgari ücret tespiti için görüşmeler başladı. Yaklaşık 8 milyon çalışanı ilgilendiren asgari ücret için kurulacak olan Asgari Ücret Tespit Komisyonu ilk toplantısını 2 Aralık’ta yapacak. Asgari ücret sadece 8 milyon çalışanı ilgilendirmiyor. Yeni belirlenecek ücretle birlikte 2020’de sosyal güvenlik alanında her şey değişecek. Bir taraftan çalışanların maaşları zamlanacak diğer taraftan borçlanma oranları artacak. 2019 yılı için uygulanan asgari ücret brüt 2.55840 lira net 2.020.90 lira; bu rakama 191.88 liralık asgari geçim indirimi dahil. Yani bugün bekar ve çocuksuz bir çalışanın eline aylık 2.020.90 lira geçiyor. Asgari ücretten işçi ve işveren kesintileri tabloda detayları ile verdim.',Ekonomi
'Bolu’da inşaatı başladığından beri gündemden düşmeyen Burj El Babas’la ilgili yeni bir gelişme yaşandı. BOLUnun Mudurnu ilçesinde yalnızca Arap müşterilere satışı yapılan ve şatoları andıran mimari yapısıyla gündeme gelen Burj Al Babas projesini yapan firma hakkında 2018 yılında verilen iflas kararı mahkeme tarafından kaldırıldı. Sarot Grup Yönetim Kurulu Başkanı Mezher Yerdelen mahkeme süresince borçlarının yüzde 50lik kısmını ödediklerini projeyi 2021 yılında bitireceklerini söyledi. Mudurnu ilçesinde 2011 yılında yapımına başlanan 732 villa AVM otel ve 2 kongre merkezinin yer aldığı proje kapsamında şato tipindeki villalardan 350si inşaat çalışmaları devam ederken Katar Bahreyn Kuveyt Dubai ve Suudi Arabistandaki müşterilere satıldı. Arap müşterilerin taksitleri zamanında ödememesi ve şirketin ekonomik planlamada yaşadığı sorunlar nedeniyle Burj Al Babas adlı projenin sahibi şirket geçen yıl Haziran ayında konkordato için başvurdu. Mahkeme şirkete 3 ay süre verdi. Sürenin dolmasıyla İstanbul 3üncü Ticaret Mahkemesi Eylül ayında şirket çatısı altındaki 3 şirket hakkında iflas kararı verdi. Şato tipi mimarisiyle tepkilere neden olan ilçenin mimari ve tarihi dokusuna uymaması nedeniyle bölge sakinlerinin de tepki gösterdiği proje durmuş oldu. İFLAS KARARI KALDIRILDI Şirketin itirazları üzerine 2019 yılının Ocak ayında söz konusu proje hakkında satışa ve inşaata devam izni verildi. Projede inşaat ve satış çalışmaları sürerken mahkemenin verdiği iflas kararını temyize taşıdı. İstanbul Bölge Adliye Mahkemesi 17nci Hukuk Dairesi Sarot Grupa ait 3 şirket hakkında verilen iflas kararını kaldırdı. Şirketin konkordato başvurusu ise reddedildi. PROJE 2021 YILINDA TAMAMLANACAK DHAnın telefonla ulaştığı şirketin Yönetim Kurulu Başkanı Mezher Yerdelen mahkemenin kararını olumlu karşıladıklarını söyledi. Mahkeme süresince borçlarının yüzde 50lik kısmını ödediklerini belirten Yerdelen projeyi 2021 yılında bitireceklerini belirtti. TARİHİ DOKU ENDİŞESİ Mudurnuda yaşayan bazı vatandaşlar yapıların Cittaslow (Sakin Şehir) unvanı alan ve UNESCO Kültür Mirası listesine aday olan Mudurnunun tarihi dokusuna yakışmadığını ifade etti. Bölgede yaşayan bazı vatandaşlar ise projenin tamamlanmasının ilçede istihdam oluşturacağını ve ilçenin gelişimine katkıda bulunacağını belirtti. ',Ekonomi
'A101 indirimli aktüel ürünler kataloğu yayınlandı. 14 Kasım’dan itibaren geçerli olacak 21 Kasım’a kadar geçerli olacak A101 indirimli aktüel ürünler kataloğunun sayfalarını haberimizde derledik. İşte 14 Kasım A101 indirimli aktüel ürünler kataloğu… A101’de her hafta Perşembe olduğu gibi bugün de indirim günü… Yine her hafta olduğu gibi bu hafta da A101 müşterileri hangi ürünlerin indirimli olduğunu merak ediyor. Yayınlanan listede ise adeta yok yok… 2 bin 999 liraya televizyon 1499 liraya cep telefonu 179 liraya yazıcı A101 indirimli ürünler listesinde ilk sayfayı süslüyor. Meraklıları için diğer indirimli ürünleri haberimizde derledik. İşte 14 Kasım A101 indirimli aktüel ürünler kataloğu… Samsung 43RU7090 43\" Ultra HD 4K Smart televizyon A101 indirimli aktüel ürünler kataloğunun ilk sayfasında yer aldı. 120 TL üzeri ücretsiz karg ve 10 TL üzeri alışverişlerde Inflame Enerji Tasarruflu Ampul 23 W ürününde 3 TL tutarında indirim ise ürünün kampanyaları arasında yer alıyor.Ürünün özellikleri ise 14 Kasım A101 indirimli ürünler kataloğunda şöyle sıralandı: - 2 adet USB girişi - Ekran aynalama - 20 watt ses çıkışı - Wi-Fi - 3 adet HDMI girişi -İnce dizayn - USBden film oynatma -Ücretsiz montaj - 2 yıl Samsung Türkiye garantisi - Smart TV - UHD Uydu alıcı - UHD TVTelevizyonun satış fiyatı ise 2 bin 999 lira olarak katalogda yer aldı. Samsung Galaxy A20 32 GB Cep Telefonu A101 13 Kasım indirimli aktüel ürünler listesinde yer aldı. 1499 liraya satılan A101 indirimli aktüel ürünler listesinden ilk sayfada yer alan Samsung Galaxy A20 32 GB Cep Telefonu’nun özellikleri şöyle sıralanabilir: -Çift çekirdek 16 ghz + Altı çekirdek 135 ghz işlemci -3 GB Ram-32 GB dahili hafıza - 8 MP ön kamera -13 MP ve 5 MP çift arka kamera -Yüz tanıma kilidi -Parmak izi okuyucu - 4.000 mah pil kapasitesi -2 yıl Samsung Türkiye garantili - 6.4\" HD + sAMOLED ekran ',Ekonomi
'Esenyurt’ta maket üzerinden aldıkları evlerin başkalarına satıldığı ya da paralarını alamadıklarını söyleyen çok sayıda mağdur mahkeme kapılarında sorumluların cezalandırılmasını istiyor. Esenyurt’ta da 2012 yılında birçok site projesinde daireler daha inşaat bitmeden maket üzerinden satışa sunulmuştu. Uzun süre Dubai’de yaşayan ve kazandığı parayla Esenyurt’ta ev sahibi olmak isteyen Mehmet Akın da 2012 yılında bir projeden ev alanlardan. Açtıkları davalar sonucunda İnşaat firmasının sahibi tutuklandı ama Mehmet Akın hem istediği eve sahip olamadı hem de verdiği parayı geri alamadı. Mehmet Akın yaşanan süreci şöyle anlattı.’2012 yılının başındaydık Esenyurt’ta projelerin satışa sunulduğunu öğrendik. Kendi içlerinde firmalar taksitlendiriyordu bu cezbetti beni özellikle. Benim almak istediğim firmanın projesi de gayet hoşuma gitmişti. Eşimi gönderdim babasıyla birlikte bilgi aldılar. Tek sorun maketten satış yapılıyordu o dönem satışlar gayet rahat bir şekilde yapılıyordu TV ve billboardlarda reklam veriyorlar kaçak bir şey yoktu. Tek sorun ruhsattı; 4 katlıydı bize satılan 30 katlı bir binaydı. Bunun sorun olacağını düşünerek belediyeden bilgi aldık. Belediyeden de sorun olmayacağını söylemişler. 2012-2013 yılında toplamda yaklaşık 190 bin TL bir para ödedim. Benim dairem teslim edilmiş olsaydı 2+1 olan yaklaşık 350 bin TL ye satılıyor 1+1 olan da yaklaşık 270 bin TL’ ye satılıyor.�? dedi.Halen Esenyurt’ta kiralık bir dairede oturan Mehmet Akın şöyle devam etti:’Bizi mağdur eden müteahhit firmanın sahiplerinin söylediği bir grup ile devir sözleşmesi yapılıyor; bizi mağdur eden firma ile devralan grup arasında. Fakat şöyle bir durum oluştu. Bizi devralan firma bizden 2012 yılında ödediğimiz para kadar para istiyor hatta birçok arkadaşımıza da ağır hakaretlerde bulundular ve bizi devir almak istemediklerini de söylediler. Sonrasında proje değiştirildi. Biz bunu sonradan öğrendik ve belediyeden teyit ettik. 3 katlı 27 blok projesi  42 katlı rezidence projesi  8 katlı otel projesi ve 3 katlı hastane projesi yaptılar. Böyle bir projeye çevirdiler. Firma ’Biz çok mağdur olduk biz bu 42 katlı rezidence projesini kendimiz alacağız’ dediler. Almak isteyene de yüksek fiyatlar söylediler. Bizi mağdur ettikleri projeye emsal transferi alıyorlar bizim mağduriyetimiz giderilsin diye. Onu başka amaçla kullanıyorlar. Bizi mağdur eden müteahhit firma devrettiği gruba 700 kişilik bir liste vermiş 200 kişi onlarla anlaştı ama onlar da hala evlerini alamadılar. Bu 700 kişi sadece 3 projeden. Diğer projelerle toplamda bu firmanın 4000’e yakın mağduru var. Paramızı alamadığımız gibi şu an biz yok sayılıyoruz. Bizi devrediyorlar sözde iyilik yaptıklarını söylüyorlar ama devir ettikleri gruba da biz istedikleri parayı veremiyoruz. Aynı evi bana ikinci defa satmaya çalışıyorlar. Ne evimi alabiliyorum ne paramı alabiliyorum. �?MEMDUHA KAYACAN: 2 KEZ DOLANDIRILMIŞ OLDUK Memduha Kayacan ise reklamlarda engellilerin indirimli ev sahibi olabileceğini gördü ve yüzde 99 engelli olan oğlu Egemen Kayacan’ı düşünerek ev almak için inşaat firmasıyla görüştü. Firmaya satın almak istediği ev için 100 bin TL ödeme yaptı fakat üzerinden yıllar geçmesine rağmen evi alamadı. Memduha Kayacan yaşadığı mağduriyeti şöyle anlattı:�?2012 yılında maket üzerinden bir satın aldık reklamlarda engellilere şehit ailelerine gazilere 3 çocuklu ailelere indirimli ev diye reklamlarını gördük. Firmayla görüşmeye gittiğimizde bize ödemeleri uygun geldi. 15 ay sonra teslim edileceği söylendi. Bu projenin de devlet kurumlarından izinli olduğunu özellikle engelli projesi yapılması gerektiğini söylediler ona güvenerek girdik. 100 bin 800 TL nakit verdik. Sürekli bekliyorduk her hafta projeye bakmaya gidiyorduk. Bina 11 kat yapılması gerekirken 4 kat yapıldı sonra 6 kat yapıldı. Belediye izin vermediğinden yapamadıklarını söylediler. Benim dairem 4.kattaydı başkasına satılmış. Bir türlü ilerlemedi şu an hem ödediğim para gitti hem çocuklarım mağdur oldu. Bizim gibi 172 kişi var aynı binadan mağdur olan. Tapusunu alamayan çok benim dairem başkasına satıldığından tapumu da alamadım. Bu şirket ile biz davalığız. Firma sahibi tutuklandı ama bizi dolandıran firmayla davalık iken şimdi de onu dolandıran bir firma var. Biz aslında 2 kere dolandırılmış olduk. Kendi aralarında sözleşmeler yapmışlar. Mağdurları diğer firmaya geçirmişler mağdurları tekrar mağdur ediyorlar. Benim aldığım projede her şey ilk firmaya ait ama daire ortada yok.�? dedi.Borç için uzun süre çalışmak zorunda kalan Memduha Kayacan �?Benim yüzde 99 engelli oğlum var: Ev alabilmek için kredi çektim o zaman topraktan girdik maketten görerek girdik. Topraktan girdiğim için bankalar konut kredisi vermedi çok az kredi çekebildim çevremdekilere çektirdim iş yerimden para aldım.Çocuğumun süt parasını çocuklarıma gelen paraları hepsini ev almak için kullandım ve bu beni kahrediyor. Yolda gören benim çocuğumun ağzını siliyor buna hangi vicdan dayanır bu çocuğun hakkını nasıl verecekler? Ben evi de geçtim borç ödemek için sürekli çalıştım çocuğumla ilgilenemedim. Uyku uyuyamadım proje ilerlemiyor bir sonuç gelmiyor artık umudum kalmadı �? şeklinde konuştu. ',Ekonomi
'\"KYK sonuçları\" açıklaması için GSBye bağlı Kredi ve Yurtlar Genel Müdürlüğünden gelecek açıklamayı bekleyen öğrenciler süreci yakından takip etmeyi sürdürüyor. Geçtiğimiz günlerde sonuçların açıklandığına dair iddiaların gündeme gelmesinin ardından KYK ‘burs başvurusu sonuçları değerlendirmesi sürüyor’ açıklamasında bulunmuştu. Peki KYK sonuçları ne zaman açıklanacak 2019 – 2020 eğitim öğretim döneminde burs alacak öğrencilere ne kadar ödeme yapılacak? KYK burs sonuçları 2019 yılında gerçekleştirilen başvurular sonrasında yapılan değerlendirmeler göz önüne alınarak hangi öğrencilerin kurumdan eğitim desteği alacağını gösterecek. Kredi ve Yurtlar Genel Müdürlüğü’nün belirli kriterleri gözeterek yapacağı değerlendirme sonrasında öncelik sırasına göre burs alacak öğrenciler kesinleşecek.KYK SONUÇLARI İÇİN BEKLENEN TARİH GELDİGeçtiğimiz yıl 13 Kasım’da sonuçların duyurulmasının ardından adaylar aynı tarihte kurumun resmi internet adresine yöneldi. Ancak KYK’dan burs başvuru sonuçları ile ilgili yeni bir açıklama gelmedi.KYK SONUÇLARI NE ZAMAN AÇIKLANACAK?Kurumdan henüz resmi bir açıklama gelmese de sonuçların Kasım ayı içerisinde erişime açılmasına kesin gözüyle bakılıyor. Adaylar sonuçlar açıklandığında ‘sonuc.kyk’ adresinden sorgulama yapabilecekler. KYK SONUÇ SORGULAMA SAYFASI İÇİN TIKLAYINIZ…KYK BURSU NE KADAR OLACAK?Her yıl belirli oranda zam yapılan burslara 2020 yılında yapılacak olan zam miktarı da belli oldu. Cumhurbaşkanı Recep Tayyip Erdoğan’ın duyurduğu yeni ücret kapsamında 2019 yılında 500 TL olan KYK bursu 2020 yılında 550 TL olarak ödenecek. Öğrenciler belirli kriterleri yerine getirdikleri takdirde 4 yıl boyunca bu bursları geri ödemesiz olarak almaya devam edecekler. Değerlendirme sonrasında kendisine burs çıkmayan öğrenciler de dilerseler geri ödemeli eğitim kredisi kullanabilecekler. ',Ekonomi
'A101’de her hafta Perşembe olduğu gibi bugün de indirim günü… Yine her hafta olduğu gibi bu hafta da A101 müşterileri hangi ürünlerin indirimli olduğunu merak ediyor. Yayınlanan listede ise adeta yok yok… 2 bin 999 liraya televizyon 1499 liraya cep telefonu 179 liraya yazıcı A101 indirimli ürünler listesinde ilk sayfayı süslüyor. Meraklıları için diğer indirimli ürünleri haberimizde derledik. İşte 14 Kasım A101 indirimli aktüel ürünler kataloğu… Ucuz alışveriş alternatifi arayanlar 14 Kasım A101 indirimli aktüel ürünler kataloğunda yer alan ürünleri araştırıyor. Sabırsızlıkla beklenen aktüel ürünler kataloğu A101’in resmi internet sitesi üzerinden yayınlandı. Listede yer alan ürünler ve bu ürünlerin fiyatlarıyla özellikleri ise detaylı bir şekilde inceleniyor. A101 aktüel ürünler kataloğunda yer alan ürünleri fiyatları ve satışa sunulan ürünlerin detaylarını haberimizde derledik. İşte14 Kasım A101 indirimli aktüel ürünler kataloğunda dikkat çeken detaylar…2 BİN 999 LİRAYA TELEVİZYONSamsung 43RU7090 43\" Ultra HD 4K Smart televizyon A101 indirimli aktüel ürünler kataloğunun ilk sayfasında yer aldı. 120 TL üzeri ücretsiz karg ve 10 TL üzeri alışverişlerde Inflame Enerji Tasarruflu Ampul 23 W ürününde 3 TL tutarında indirim ise ürünün kampanyaları arasında yer alıyor.Ürünün özellikleri ise 14 Kasım A101 indirimli ürünler kataloğunda şöyle sıralandı: - 2 adet USB girişi - Ekran aynalama - 20 watt ses çıkışı - Wi-Fi - 3 adet HDMI girişi -İnce dizayn - USBden film oynatma -Ücretsiz montaj - 2 yıl Samsung Türkiye garantisi - Smart TV - UHD Uydu alıcı - UHD TVTelevizyonun satış fiyatı ise 2 bin 999 lira olarak katalogda yer aldı.BİN 499 LİRAYA CEP TELEFONU Samsung Galaxy A20 32 GB Cep Telefonu A101 13 Kasım indirimli aktüel ürünler listesinde yer aldı. 1499 liraya satılan A101 indirimli aktüel ürünler listesinden ilk sayfada yer alan Samsung Galaxy A20 32 GB Cep Telefonu’nun özellikleri şöyle sıralanabilir: -Çift çekirdek 16 ghz + Altı çekirdek 135 ghz işlemci -3 GB Ram-32 GB dahili hafıza - 8 MP ön kamera -13 MP ve 5 MP çift arka kamera -Yüz tanıma kilidi -Parmak izi okuyucu - 4.000 mah pil kapasitesi -2 yıl Samsung Türkiye garantili - 6.4\" HD + sAMOLED ekranYukarıda sıraladığımızın dışında A101’de birçok ürün indirimli… 13 Kasım A101 indirimli aktüel ürünler listesindeki diğer ürünler için aşağıdaki linki tıklayın…A101 14 KASIM İNDİRİMLİ AKTÜEL ÜRÜNLER LİSTESİ İÇİN TIKLAYIN ',Ekonomi
'Kültür ve Turizm Bakanı Ersoy \"Milli Sarayları fiyatında herhangi değişiklik olmadan yıl başından itibaren Müzekart kapsamına alıyoruz.\" dedi. Kültür ve Turizm Bakanı Mehmet Nuri Ersoy \"Milli Sarayları fiyatında herhangi değişiklik olmadan yıl başından itibaren Müzekart kapsamına alıyoruz. Türk vatandaşları Müzekart ile Milli Sarayları ziyaret edebilecek.\" dedi.\"Milli Kütüphanemiz 24 saat hizmet vermeye devam ediyor\"Milli Kütüphanelerin kapatıldığı iddialarına ilişkin Ersoy şunları kaydetti:\"Milli Kütüphanemizin kapatıldığına dair birtakım spekülasyonlar yapılıyor. Bu spekülasyonları yapanlar maalesef sadece dedikodu yapıyorlar. Milli Kütüphanemiz mevcut yerinde hem de 24 saat hizmet vermeye devam ediyor. Ayrıca bırakın kapatmayı daha da büyütüyoruz.\" \"Bakanlığımız eserlerin içeriğini denetleme yetkisine sahip değil\"Bakan Ersoy \"Bakanlığımız eserlerin içeriğini denetleme yetkisine sahip değildir. Hiçbir eser basılmadan önce içeriğine yönelik bir inceleme ve yaptırıma tabi tutulamaz. Bu alenen sansür uygulaması olmakta ve Türkiyede sansür kesinlikle yapılmamaktadır.\" ifadelerini kullandı.Kültür ve Turizm Bakanı Ersoy Cumhurbaşkanlığı Senfoni Orkestrası Konser Salonu inşaatının 2020 yılında tamamlanarak hizmete açılacağını bildirdi. ',Ekonomi
'Bakan Varank yaptığı açıklamada \"Büyümenin öncü göstergeleri canlanıyor. Eylül ayı sanayi üretimi yıllık bazda yüzde 34 artarak 12 ay sonra pozitif seviyeyi gördü. Sermaye ve ara malları üretimindeki yıllık ve aylık gelişmeler gelecek dönem üretim artışları açısından oldukça iyi bir sinyal veriyor.\" ifadelerini kullandı. ',Ekonomi
'Antalya’da düzenlenen Uluslararası Kozmetik Kongresi’nde konuşan Dr. Ecz. İsmail Aslan internetteki indirimli kozmetik ürünlere dikkat çekerek \"İndirimler güzel ancak her indirimli ürünü fırsat bilerek tüketmemek lazım. Çünkü raf ömrü yaklaşan ürünlerde bu tarz indirimler mümkün\" dedi. Kozmetik Üretici ve Araştırmacıları Derneği’nce bu yıl 3’üncüsü Antalya’nın Serik ilçesindeki turizm bölgesi Belek’te gerçekleştirilen Uluslararası Kozmetik Kongresi’nde kadın ve erkeklerin bakımlı olmak adına ciltlerine uyguladıkları ürünlerin güvenilirliği tartışıldı.Sağlık Bilimleri Üniversitesi Eczacılık Bölümü’nden Dr. Ecz. İsmail Aslan son zamanlarda her bitkisel ürünün güvenli olup olmadığının tartışmaya açıldığını belirtti. Her ’bitkisel’ yazılı ürünün doğru ürün olmadığını aktaran Dr. Aslan kozmetik ürünlerin de bir raf ömrü olduğuna dikkati çekti.Özellikle internetin alışverişlerde etkin bir şekilde kullanılması nedeniyle zaman zaman büyük çaplı indirimler olduğunu da vurgulayan Dr. Aslan \"İndirimler güzel ancak her indirimli ürünü fırsat bilerek tüketmemek lazım. Çünkü raf ömrü yaklaşan ürünlerde bu tarz indirimler mümkün. Buna çok dikkat etmeliyiz\" dedi.Kozmetik ürünlerin açıldıktan sonra 6 ay süresince kullanılabileceğine dair üzerlerinde ibareler bulunduğuna da dikkati çeken Dr. Aslan kapağı açılan ürünlerin havayla temasını mümkün olduğunca sınırlandırmak gerektiğini ürünün havayla uzun süre temas etmesiyle birlikte içeriğine karışacak mikroorganizmaların faydadan çok ürünü zararlı hale dönüştüreceğini kaydetti. ',Ekonomi
